"Jour","Produit","Prix TVA incl."
"22JAN23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",1.116
"23JAN23","Essence 95 RON E10 (€/L)",1.778
"23JAN23","Essence 98 RON E5 (€/L)",1.981
"23JAN23","Diesel B7 (€/L)",1.832
"23JAN23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",1.08
"23JAN23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",1.116
"24JAN23","Essence 95 RON E10 (€/L)",1.778
"24JAN23","Essence 98 RON E5 (€/L)",1.981
"24JAN23","Diesel B7 (€/L)",1.832
"24JAN23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",1.114
"24JAN23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",1.15
"25JAN23","Essence 95 RON E10 (€/L)",1.812
"25JAN23","Essence 98 RON E5 (€/L)",2.021
"25JAN23","Diesel B7 (€/L)",1.832
"25JAN23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",1.138
"25JAN23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",1.173
"26JAN23","Essence 95 RON E10 (€/L)",1.812
"26JAN23","Essence 98 RON E5 (€/L)",2.021
"26JAN23","Diesel B7 (€/L)",1.832
"26JAN23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",1.112
"26JAN23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",1.147
"27JAN23","Essence 95 RON E10 (€/L)",1.812
"27JAN23","Essence 98 RON E5 (€/L)",2.021
"27JAN23","Diesel B7 (€/L)",1.832
"27JAN23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",1.083
"27JAN23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",1.118
"28JAN23","Essence 95 RON E10 (€/L)",1.812
"28JAN23","Essence 98 RON E5 (€/L)",2.021
"28JAN23","Diesel B7 (€/L)",1.832
"28JAN23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",1.088
"28JAN23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",1.123
"29JAN23","Essence 95 RON E10 (€/L)",1.812
"29JAN23","Essence 98 RON E5 (€/L)",2.021
"29JAN23","Diesel B7 (€/L)",1.832
"29JAN23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",1.088
"29JAN23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",1.123
"30JAN23","Essence 95 RON E10 (€/L)",1.812
"30JAN23","Essence 98 RON E5 (€/L)",2.021
"30JAN23","Diesel B7 (€/L)",1.832
"30JAN23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",1.088
"30JAN23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",1.123
"31JAN23","Essence 95 RON E10 (€/L)",1.812
"31JAN23","Essence 98 RON E5 (€/L)",2.021
"31JAN23","Diesel B7 (€/L)",1.832
"31JAN23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",1.066
"31JAN23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",1.101
"01FEB23","Essence 95 RON E10 (€/L)",1.812
"01FEB23","Essence 98 RON E5 (€/L)",2.021
"01FEB23","Diesel B7 (€/L)",1.832
"01FEB23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",1.034
"01FEB23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",1.07
"02FEB23","Essence 95 RON E10 (€/L)",1.812
"02FEB23","Essence 98 RON E5 (€/L)",2.021
"02FEB23","Diesel B7 (€/L)",1.781
"02FEB23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",1.045
"02FEB23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",1.081
"03FEB23","Essence 95 RON E10 (€/L)",1.812
"03FEB23","Essence 98 RON E5 (€/L)",2.021
"03FEB23","Diesel B7 (€/L)",1.781
"03FEB23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",1.011
"03FEB23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",1.046
"04FEB23","Essence 95 RON E10 (€/L)",1.764
"04FEB23","Essence 98 RON E5 (€/L)",1.941
"04FEB23","Diesel B7 (€/L)",1.781
"04FEB23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.969
"04FEB23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",1.004
"05FEB23","Essence 95 RON E10 (€/L)",1.764
"05FEB23","Essence 98 RON E5 (€/L)",1.941
"05FEB23","Diesel B7 (€/L)",1.781
"05FEB23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.969
"05FEB23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",1.004
"06FEB23","Essence 95 RON E10 (€/L)",1.764
"06FEB23","Essence 98 RON E5 (€/L)",1.941
"06FEB23","Diesel B7 (€/L)",1.781
"06FEB23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.969
"06FEB23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",1.004
"07FEB23","Essence 95 RON E10 (€/L)",1.764
"07FEB23","Essence 98 RON E5 (€/L)",1.941
"07FEB23","Diesel B7 (€/L)",1.738
"07FEB23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.947
"07FEB23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.982
"08FEB23","Essence 95 RON E10 (€/L)",1.764
"08FEB23","Essence 98 RON E5 (€/L)",1.941
"08FEB23","Diesel B7 (€/L)",1.738
"08FEB23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.922
"08FEB23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.958
"09FEB23","Essence 95 RON E10 (€/L)",1.764
"09FEB23","Essence 98 RON E5 (€/L)",1.941
"09FEB23","Diesel B7 (€/L)",1.769
"09FEB23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.975
"09FEB23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",1.011
"10FEB23","Essence 95 RON E10 (€/L)",1.764
"10FEB23","Essence 98 RON E5 (€/L)",1.941
"10FEB23","Diesel B7 (€/L)",1.769
"10FEB23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.977
"10FEB23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",1.013
"11FEB23","Essence 95 RON E10 (€/L)",1.764
"11FEB23","Essence 98 RON E5 (€/L)",1.941
"11FEB23","Diesel B7 (€/L)",1.769
"11FEB23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.956
"11FEB23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.991
"12FEB23","Essence 95 RON E10 (€/L)",1.764
"12FEB23","Essence 98 RON E5 (€/L)",1.941
"12FEB23","Diesel B7 (€/L)",1.769
"12FEB23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.956
"12FEB23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.991
"13FEB23","Essence 95 RON E10 (€/L)",1.764
"13FEB23","Essence 98 RON E5 (€/L)",1.941
"13FEB23","Diesel B7 (€/L)",1.769
"13FEB23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.956
"13FEB23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.991
"14FEB23","Essence 95 RON E10 (€/L)",1.764
"14FEB23","Essence 98 RON E5 (€/L)",1.941
"14FEB23","Diesel B7 (€/L)",1.769
"14FEB23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.977
"14FEB23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",1.013
"15FEB23","Essence 95 RON E10 (€/L)",1.793
"15FEB23","Essence 98 RON E5 (€/L)",1.982
"15FEB23","Diesel B7 (€/L)",1.769
"15FEB23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.981
"15FEB23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",1.016
"16FEB23","Essence 95 RON E10 (€/L)",1.793
"16FEB23","Essence 98 RON E5 (€/L)",1.982
"16FEB23","Diesel B7 (€/L)",1.769
"16FEB23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.986
"16FEB23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",1.021
"17FEB23","Essence 95 RON E10 (€/L)",1.793
"17FEB23","Essence 98 RON E5 (€/L)",1.982
"17FEB23","Diesel B7 (€/L)",1.769
"17FEB23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.97
"17FEB23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",1.006
"18FEB23","Essence 95 RON E10 (€/L)",1.793
"18FEB23","Essence 98 RON E5 (€/L)",1.982
"18FEB23","Diesel B7 (€/L)",1.756
"18FEB23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.962
"18FEB23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.997
"19FEB23","Essence 95 RON E10 (€/L)",1.793
"19FEB23","Essence 98 RON E5 (€/L)",1.982
"19FEB23","Diesel B7 (€/L)",1.756
"19FEB23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.962
"19FEB23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.997
"20FEB23","Essence 95 RON E10 (€/L)",1.793
"20FEB23","Essence 98 RON E5 (€/L)",1.982
"20FEB23","Diesel B7 (€/L)",1.756
"20FEB23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.962
"20FEB23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.997
"21FEB23","Essence 95 RON E10 (€/L)",1.793
"21FEB23","Essence 98 RON E5 (€/L)",1.982
"21FEB23","Diesel B7 (€/L)",1.756
"21FEB23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.939
"21FEB23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.975
"22FEB23","Essence 95 RON E10 (€/L)",1.77
"22FEB23","Essence 98 RON E5 (€/L)",1.969
"22FEB23","Diesel B7 (€/L)",1.756
"22FEB23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.943
"22FEB23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.979
"23FEB23","Essence 95 RON E10 (€/L)",1.77
"23FEB23","Essence 98 RON E5 (€/L)",1.969
"23FEB23","Diesel B7 (€/L)",1.756
"23FEB23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.947
"23FEB23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.982
"24FEB23","Essence 95 RON E10 (€/L)",1.77
"24FEB23","Essence 98 RON E5 (€/L)",1.969
"24FEB23","Diesel B7 (€/L)",1.756
"24FEB23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.945
"24FEB23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.981
"25FEB23","Essence 95 RON E10 (€/L)",1.77
"25FEB23","Essence 98 RON E5 (€/L)",1.969
"25FEB23","Diesel B7 (€/L)",1.743
"25FEB23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.934
"25FEB23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.969
"26FEB23","Essence 95 RON E10 (€/L)",1.77
"26FEB23","Essence 98 RON E5 (€/L)",1.969
"26FEB23","Diesel B7 (€/L)",1.743
"26FEB23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.934
"26FEB23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.969
"27FEB23","Essence 95 RON E10 (€/L)",1.77
"27FEB23","Essence 98 RON E5 (€/L)",1.969
"27FEB23","Diesel B7 (€/L)",1.743
"27FEB23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.934
"27FEB23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.969
"28FEB23","Essence 95 RON E10 (€/L)",1.77
"28FEB23","Essence 98 RON E5 (€/L)",1.969
"28FEB23","Diesel B7 (€/L)",1.743
"28FEB23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.961
"28FEB23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.997
"01MAR23","Essence 95 RON E10 (€/L)",1.77
"01MAR23","Essence 98 RON E5 (€/L)",1.969
"01MAR23","Diesel B7 (€/L)",1.79
"01MAR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.98
"01MAR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",1.016
"02MAR23","Essence 95 RON E10 (€/L)",1.77
"02MAR23","Essence 98 RON E5 (€/L)",1.969
"02MAR23","Diesel B7 (€/L)",1.79
"02MAR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.982
"02MAR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",1.018
"03MAR23","Essence 95 RON E10 (€/L)",1.77
"03MAR23","Essence 98 RON E5 (€/L)",1.969
"03MAR23","Diesel B7 (€/L)",1.79
"03MAR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.985
"03MAR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",1.02
"04MAR23","Essence 95 RON E10 (€/L)",1.77
"04MAR23","Essence 98 RON E5 (€/L)",1.969
"04MAR23","Diesel B7 (€/L)",1.79
"04MAR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",1
"04MAR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",1.036
"05MAR23","Essence 95 RON E10 (€/L)",1.77
"05MAR23","Essence 98 RON E5 (€/L)",1.969
"05MAR23","Diesel B7 (€/L)",1.79
"05MAR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",1
"05MAR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",1.036
"06MAR23","Essence 95 RON E10 (€/L)",1.77
"06MAR23","Essence 98 RON E5 (€/L)",1.969
"06MAR23","Diesel B7 (€/L)",1.79
"06MAR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",1
"06MAR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",1.036
"07MAR23","Essence 95 RON E10 (€/L)",1.77
"07MAR23","Essence 98 RON E5 (€/L)",1.969
"07MAR23","Diesel B7 (€/L)",1.79
"07MAR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",1.005
"07MAR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",1.041
"08MAR23","Essence 95 RON E10 (€/L)",1.801
"08MAR23","Essence 98 RON E5 (€/L)",1.982
"08MAR23","Diesel B7 (€/L)",1.79
"08MAR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.99
"08MAR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",1.025
"09MAR23","Essence 95 RON E10 (€/L)",1.801
"09MAR23","Essence 98 RON E5 (€/L)",1.982
"09MAR23","Diesel B7 (€/L)",1.79
"09MAR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.97
"09MAR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",1.005
"10MAR23","Essence 95 RON E10 (€/L)",1.801
"10MAR23","Essence 98 RON E5 (€/L)",1.982
"10MAR23","Diesel B7 (€/L)",1.79
"10MAR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.964
"10MAR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",1
"11MAR23","Essence 95 RON E10 (€/L)",1.801
"11MAR23","Essence 98 RON E5 (€/L)",1.982
"11MAR23","Diesel B7 (€/L)",1.79
"11MAR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.957
"11MAR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.993
"12MAR23","Essence 95 RON E10 (€/L)",1.801
"12MAR23","Essence 98 RON E5 (€/L)",1.982
"12MAR23","Diesel B7 (€/L)",1.79
"12MAR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.957
"12MAR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.993
"13MAR23","Essence 95 RON E10 (€/L)",1.801
"13MAR23","Essence 98 RON E5 (€/L)",1.982
"13MAR23","Diesel B7 (€/L)",1.79
"13MAR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.957
"13MAR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.993
"14MAR23","Essence 95 RON E10 (€/L)",1.801
"14MAR23","Essence 98 RON E5 (€/L)",1.982
"14MAR23","Diesel B7 (€/L)",1.778
"14MAR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.969
"14MAR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",1.004
"15MAR23","Essence 95 RON E10 (€/L)",1.757
"15MAR23","Essence 98 RON E5 (€/L)",1.939
"15MAR23","Diesel B7 (€/L)",1.778
"15MAR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.957
"15MAR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.993
"16MAR23","Essence 95 RON E10 (€/L)",1.757
"16MAR23","Essence 98 RON E5 (€/L)",1.939
"16MAR23","Diesel B7 (€/L)",1.778
"16MAR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.953
"16MAR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.989
"17MAR23","Essence 95 RON E10 (€/L)",1.757
"17MAR23","Essence 98 RON E5 (€/L)",1.939
"17MAR23","Diesel B7 (€/L)",1.741
"17MAR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.898
"17MAR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.934
"18MAR23","Essence 95 RON E10 (€/L)",1.757
"18MAR23","Essence 98 RON E5 (€/L)",1.939
"18MAR23","Diesel B7 (€/L)",1.741
"18MAR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.912
"18MAR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.948
"19MAR23","Essence 95 RON E10 (€/L)",1.757
"19MAR23","Essence 98 RON E5 (€/L)",1.939
"19MAR23","Diesel B7 (€/L)",1.741
"19MAR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.912
"19MAR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.948
"20MAR23","Essence 95 RON E10 (€/L)",1.757
"20MAR23","Essence 98 RON E5 (€/L)",1.939
"20MAR23","Diesel B7 (€/L)",1.741
"20MAR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.912
"20MAR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.948
"21MAR23","Essence 95 RON E10 (€/L)",1.757
"21MAR23","Essence 98 RON E5 (€/L)",1.939
"21MAR23","Diesel B7 (€/L)",1.773
"21MAR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.936
"21MAR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.972
"22MAR23","Essence 95 RON E10 (€/L)",1.718
"22MAR23","Essence 98 RON E5 (€/L)",1.887
"22MAR23","Diesel B7 (€/L)",1.773
"22MAR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.923
"22MAR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.958
"23MAR23","Essence 95 RON E10 (€/L)",1.718
"23MAR23","Essence 98 RON E5 (€/L)",1.887
"23MAR23","Diesel B7 (€/L)",1.773
"23MAR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.917
"23MAR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.952
"24MAR23","Essence 95 RON E10 (€/L)",1.718
"24MAR23","Essence 98 RON E5 (€/L)",1.887
"24MAR23","Diesel B7 (€/L)",1.773
"24MAR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.928
"24MAR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.963
"25MAR23","Essence 95 RON E10 (€/L)",1.718
"25MAR23","Essence 98 RON E5 (€/L)",1.887
"25MAR23","Diesel B7 (€/L)",1.761
"25MAR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.918
"25MAR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.954
"26MAR23","Essence 95 RON E10 (€/L)",1.718
"26MAR23","Essence 98 RON E5 (€/L)",1.887
"26MAR23","Diesel B7 (€/L)",1.761
"26MAR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.918
"26MAR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.954
"27MAR23","Essence 95 RON E10 (€/L)",1.718
"27MAR23","Essence 98 RON E5 (€/L)",1.887
"27MAR23","Diesel B7 (€/L)",1.761
"27MAR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.918
"27MAR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.954
"28MAR23","Essence 95 RON E10 (€/L)",1.718
"28MAR23","Essence 98 RON E5 (€/L)",1.887
"28MAR23","Diesel B7 (€/L)",1.761
"28MAR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.911
"28MAR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.947
"29MAR23","Essence 95 RON E10 (€/L)",1.772
"29MAR23","Essence 98 RON E5 (€/L)",1.925
"29MAR23","Diesel B7 (€/L)",1.761
"29MAR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.91
"29MAR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.946
"30MAR23","Essence 95 RON E10 (€/L)",1.772
"30MAR23","Essence 98 RON E5 (€/L)",1.925
"30MAR23","Diesel B7 (€/L)",1.761
"30MAR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.919
"30MAR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.955
"31MAR23","Essence 95 RON E10 (€/L)",1.772
"31MAR23","Essence 98 RON E5 (€/L)",1.925
"31MAR23","Diesel B7 (€/L)",1.761
"31MAR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.898
"31MAR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.934
"01APR23","Essence 95 RON E10 (€/L)",1.784
"01APR23","Essence 98 RON E5 (€/L)",1.937
"01APR23","Diesel B7 (€/L)",1.793
"01APR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.894
"01APR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.931
"02APR23","Essence 95 RON E10 (€/L)",1.784
"02APR23","Essence 98 RON E5 (€/L)",1.937
"02APR23","Diesel B7 (€/L)",1.793
"02APR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.894
"02APR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.931
"03APR23","Essence 95 RON E10 (€/L)",1.784
"03APR23","Essence 98 RON E5 (€/L)",1.937
"03APR23","Diesel B7 (€/L)",1.793
"03APR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.894
"03APR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.931
"04APR23","Essence 95 RON E10 (€/L)",1.784
"04APR23","Essence 98 RON E5 (€/L)",1.937
"04APR23","Diesel B7 (€/L)",1.793
"04APR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.9
"04APR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.938
"05APR23","Essence 95 RON E10 (€/L)",1.845
"05APR23","Essence 98 RON E5 (€/L)",2.006
"05APR23","Diesel B7 (€/L)",1.829
"05APR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.927
"05APR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.964
"06APR23","Essence 95 RON E10 (€/L)",1.845
"06APR23","Essence 98 RON E5 (€/L)",2.006
"06APR23","Diesel B7 (€/L)",1.829
"06APR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.906
"06APR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.943
"07APR23","Essence 95 RON E10 (€/L)",1.845
"07APR23","Essence 98 RON E5 (€/L)",2.006
"07APR23","Diesel B7 (€/L)",1.829
"07APR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.918
"07APR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.956
"08APR23","Essence 95 RON E10 (€/L)",1.845
"08APR23","Essence 98 RON E5 (€/L)",2.006
"08APR23","Diesel B7 (€/L)",1.816
"08APR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.925
"08APR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.962
"09APR23","Essence 95 RON E10 (€/L)",1.845
"09APR23","Essence 98 RON E5 (€/L)",2.006
"09APR23","Diesel B7 (€/L)",1.816
"09APR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.925
"09APR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.962
"10APR23","Essence 95 RON E10 (€/L)",1.845
"10APR23","Essence 98 RON E5 (€/L)",2.006
"10APR23","Diesel B7 (€/L)",1.816
"10APR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.925
"10APR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.962
"11APR23","Essence 95 RON E10 (€/L)",1.845
"11APR23","Essence 98 RON E5 (€/L)",2.006
"11APR23","Diesel B7 (€/L)",1.816
"11APR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.925
"11APR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.962
"12APR23","Essence 95 RON E10 (€/L)",1.845
"12APR23","Essence 98 RON E5 (€/L)",2.006
"12APR23","Diesel B7 (€/L)",1.816
"12APR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.925
"12APR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.962
"13APR23","Essence 95 RON E10 (€/L)",1.845
"13APR23","Essence 98 RON E5 (€/L)",2.006
"13APR23","Diesel B7 (€/L)",1.816
"13APR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.903
"13APR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.94
"14APR23","Essence 95 RON E10 (€/L)",1.845
"14APR23","Essence 98 RON E5 (€/L)",2.006
"14APR23","Diesel B7 (€/L)",1.816
"14APR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.916
"14APR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.954
"15APR23","Essence 95 RON E10 (€/L)",1.834
"15APR23","Essence 98 RON E5 (€/L)",2.002
"15APR23","Diesel B7 (€/L)",1.816
"15APR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.91
"15APR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.948
"16APR23","Essence 95 RON E10 (€/L)",1.834
"16APR23","Essence 98 RON E5 (€/L)",2.002
"16APR23","Diesel B7 (€/L)",1.816
"16APR23","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.91
"16APR23","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.948
"17APR23","Essence 95 RON E10 (€/L)",1.834
"17APR23","Essence 98 RON E5 (€/L)",2.002
"17APR23","Diesel B7 (€/L)",1.816
