"Jour","Produit","Prix TVA incl."
"28APR24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.955
"29APR24","Essence 95 RON E10 (€/L)",1.827
"29APR24","Essence 98 RON E5 (€/L)",1.928
"29APR24","Diesel B7 (€/L)",1.828
"29APR24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.924
"29APR24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.963
"29APR24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.916
"29APR24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.955
"30APR24","Essence 95 RON E10 (€/L)",1.827
"30APR24","Essence 98 RON E5 (€/L)",1.928
"30APR24","Diesel B7 (€/L)",1.828
"30APR24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.938
"30APR24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.977
"30APR24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.93
"30APR24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.969
"01MAY24","Essence 95 RON E10 (€/L)",1.827
"01MAY24","Essence 98 RON E5 (€/L)",1.928
"01MAY24","Diesel B7 (€/L)",1.822
"01MAY24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.923
"01MAY24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.962
"01MAY24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.923
"01MAY24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.962
"02MAY24","Essence 95 RON E10 (€/L)",1.827
"02MAY24","Essence 98 RON E5 (€/L)",1.928
"02MAY24","Diesel B7 (€/L)",1.822
"02MAY24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.923
"02MAY24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.962
"02MAY24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.923
"02MAY24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.962
"03MAY24","Essence 95 RON E10 (€/L)",1.827
"03MAY24","Essence 98 RON E5 (€/L)",1.928
"03MAY24","Diesel B7 (€/L)",1.822
"03MAY24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.896
"03MAY24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.935
"03MAY24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.896
"03MAY24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.935
"04MAY24","Essence 95 RON E10 (€/L)",1.827
"04MAY24","Essence 98 RON E5 (€/L)",1.928
"04MAY24","Diesel B7 (€/L)",1.822
"04MAY24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.886
"04MAY24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.925
"04MAY24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.886
"04MAY24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.925
"05MAY24","Essence 95 RON E10 (€/L)",1.827
"05MAY24","Essence 98 RON E5 (€/L)",1.928
"05MAY24","Diesel B7 (€/L)",1.822
"05MAY24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.886
"05MAY24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.925
"05MAY24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.886
"05MAY24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.925
"06MAY24","Essence 95 RON E10 (€/L)",1.827
"06MAY24","Essence 98 RON E5 (€/L)",1.928
"06MAY24","Diesel B7 (€/L)",1.822
"06MAY24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.886
"06MAY24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.925
"06MAY24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.886
"06MAY24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.925
"07MAY24","Essence 95 RON E10 (€/L)",1.827
"07MAY24","Essence 98 RON E5 (€/L)",1.928
"07MAY24","Diesel B7 (€/L)",1.789
"07MAY24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.887
"07MAY24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.926
"07MAY24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.887
"07MAY24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.926
"08MAY24","Essence 95 RON E10 (€/L)",1.793
"08MAY24","Essence 98 RON E5 (€/L)",1.86
"08MAY24","Diesel B7 (€/L)",1.789
"08MAY24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.885
"08MAY24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.924
"08MAY24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.885
"08MAY24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.924
"09MAY24","Essence 95 RON E10 (€/L)",1.793
"09MAY24","Essence 98 RON E5 (€/L)",1.86
"09MAY24","Diesel B7 (€/L)",1.789
"09MAY24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.89
"09MAY24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.929
"09MAY24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.89
"09MAY24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.929
"10MAY24","Essence 95 RON E10 (€/L)",1.793
"10MAY24","Essence 98 RON E5 (€/L)",1.86
"10MAY24","Diesel B7 (€/L)",1.789
"10MAY24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.89
"10MAY24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.929
"10MAY24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.89
"10MAY24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.929
"11MAY24","Essence 95 RON E10 (€/L)",1.793
"11MAY24","Essence 98 RON E5 (€/L)",1.86
"11MAY24","Diesel B7 (€/L)",1.789
"11MAY24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.903
"11MAY24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.942
"11MAY24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.903
"11MAY24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.942
"12MAY24","Essence 95 RON E10 (€/L)",1.793
"12MAY24","Essence 98 RON E5 (€/L)",1.86
"12MAY24","Diesel B7 (€/L)",1.789
"12MAY24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.903
"12MAY24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.942
"12MAY24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.903
"12MAY24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.942
"13MAY24","Essence 95 RON E10 (€/L)",1.793
"13MAY24","Essence 98 RON E5 (€/L)",1.86
"13MAY24","Diesel B7 (€/L)",1.789
"13MAY24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.903
"13MAY24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.942
"13MAY24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.903
"13MAY24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.942
"14MAY24","Essence 95 RON E10 (€/L)",1.793
"14MAY24","Essence 98 RON E5 (€/L)",1.86
"14MAY24","Diesel B7 (€/L)",1.789
"14MAY24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.894
"14MAY24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.933
"14MAY24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.894
"14MAY24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.933
"15MAY24","Essence 95 RON E10 (€/L)",1.793
"15MAY24","Essence 98 RON E5 (€/L)",1.86
"15MAY24","Diesel B7 (€/L)",1.789
"15MAY24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.89
"15MAY24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.929
"15MAY24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.89
"15MAY24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.929
"16MAY24","Essence 95 RON E10 (€/L)",1.793
"16MAY24","Essence 98 RON E5 (€/L)",1.86
"16MAY24","Diesel B7 (€/L)",1.789
"16MAY24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.878
"16MAY24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.918
"16MAY24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.878
"16MAY24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.918
"17MAY24","Essence 95 RON E10 (€/L)",1.763
"17MAY24","Essence 98 RON E5 (€/L)",1.846
"17MAY24","Diesel B7 (€/L)",1.789
"17MAY24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.881
"17MAY24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.92
"17MAY24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.881
"17MAY24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.92
"18MAY24","Essence 95 RON E10 (€/L)",1.763
"18MAY24","Essence 98 RON E5 (€/L)",1.846
"18MAY24","Diesel B7 (€/L)",1.789
"18MAY24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.882
"18MAY24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.921
"18MAY24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.882
"18MAY24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.921
"19MAY24","Essence 95 RON E10 (€/L)",1.763
"19MAY24","Essence 98 RON E5 (€/L)",1.846
"19MAY24","Diesel B7 (€/L)",1.789
"19MAY24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.882
"19MAY24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.921
"19MAY24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.882
"19MAY24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.921
"20MAY24","Essence 95 RON E10 (€/L)",1.763
"20MAY24","Essence 98 RON E5 (€/L)",1.846
"20MAY24","Diesel B7 (€/L)",1.789
"20MAY24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.882
"20MAY24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.921
"20MAY24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.882
"20MAY24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.921
"21MAY24","Essence 95 RON E10 (€/L)",1.763
"21MAY24","Essence 98 RON E5 (€/L)",1.846
"21MAY24","Diesel B7 (€/L)",1.789
"21MAY24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.882
"21MAY24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.921
"21MAY24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.882
"21MAY24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.921
"22MAY24","Essence 95 RON E10 (€/L)",1.763
"22MAY24","Essence 98 RON E5 (€/L)",1.846
"22MAY24","Diesel B7 (€/L)",1.789
"22MAY24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.9
"22MAY24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.939
"22MAY24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.9
"22MAY24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.939
"23MAY24","Essence 95 RON E10 (€/L)",1.763
"23MAY24","Essence 98 RON E5 (€/L)",1.846
"23MAY24","Diesel B7 (€/L)",1.789
"23MAY24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.894
"23MAY24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.933
"23MAY24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.894
"23MAY24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.933
"24MAY24","Essence 95 RON E10 (€/L)",1.763
"24MAY24","Essence 98 RON E5 (€/L)",1.846
"24MAY24","Diesel B7 (€/L)",1.789
"24MAY24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.883
"24MAY24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.922
"24MAY24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.883
"24MAY24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.922
"25MAY24","Essence 95 RON E10 (€/L)",1.763
"25MAY24","Essence 98 RON E5 (€/L)",1.846
"25MAY24","Diesel B7 (€/L)",1.789
"25MAY24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.88
"25MAY24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.919
"25MAY24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.88
"25MAY24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.919
"26MAY24","Essence 95 RON E10 (€/L)",1.763
"26MAY24","Essence 98 RON E5 (€/L)",1.846
"26MAY24","Diesel B7 (€/L)",1.789
"26MAY24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.88
"26MAY24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.919
"26MAY24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.88
"26MAY24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.919
"27MAY24","Essence 95 RON E10 (€/L)",1.763
"27MAY24","Essence 98 RON E5 (€/L)",1.846
"27MAY24","Diesel B7 (€/L)",1.789
"27MAY24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.88
"27MAY24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.919
"27MAY24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.88
"27MAY24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.919
"28MAY24","Essence 95 RON E10 (€/L)",1.763
"28MAY24","Essence 98 RON E5 (€/L)",1.846
"28MAY24","Diesel B7 (€/L)",1.789
"28MAY24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.875
"28MAY24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.914
"28MAY24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.875
"28MAY24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.914
"29MAY24","Essence 95 RON E10 (€/L)",1.763
"29MAY24","Essence 98 RON E5 (€/L)",1.846
"29MAY24","Diesel B7 (€/L)",1.789
"29MAY24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.874
"29MAY24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.914
"29MAY24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.874
"29MAY24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.914
"30MAY24","Essence 95 RON E10 (€/L)",1.763
"30MAY24","Essence 98 RON E5 (€/L)",1.846
"30MAY24","Diesel B7 (€/L)",1.789
"30MAY24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.891
"30MAY24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.93
"30MAY24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.891
"30MAY24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.93
"31MAY24","Essence 95 RON E10 (€/L)",1.763
"31MAY24","Essence 98 RON E5 (€/L)",1.846
"31MAY24","Diesel B7 (€/L)",1.789
"31MAY24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.884
"31MAY24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.924
"31MAY24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.884
"31MAY24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.924
"01JUN24","Essence 95 RON E10 (€/L)",1.763
"01JUN24","Essence 98 RON E5 (€/L)",1.846
"01JUN24","Diesel B7 (€/L)",1.789
"01JUN24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.879
"01JUN24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.918
"01JUN24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.879
"01JUN24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.918
"02JUN24","Essence 95 RON E10 (€/L)",1.763
"02JUN24","Essence 98 RON E5 (€/L)",1.846
"02JUN24","Diesel B7 (€/L)",1.789
"02JUN24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.879
"02JUN24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.918
"02JUN24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.879
"02JUN24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.918
"03JUN24","Essence 95 RON E10 (€/L)",1.763
"03JUN24","Essence 98 RON E5 (€/L)",1.846
"03JUN24","Diesel B7 (€/L)",1.789
"03JUN24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.879
"03JUN24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.918
"03JUN24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.879
"03JUN24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.918
"04JUN24","Essence 95 RON E10 (€/L)",1.738
"04JUN24","Essence 98 RON E5 (€/L)",1.822
"04JUN24","Diesel B7 (€/L)",1.789
"04JUN24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.867
"04JUN24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.906
"04JUN24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.867
"04JUN24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.906
"05JUN24","Essence 95 RON E10 (€/L)",1.738
"05JUN24","Essence 98 RON E5 (€/L)",1.822
"05JUN24","Diesel B7 (€/L)",1.753
"05JUN24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.845
"05JUN24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.884
"05JUN24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.845
"05JUN24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.884
"06JUN24","Essence 95 RON E10 (€/L)",1.738
"06JUN24","Essence 98 RON E5 (€/L)",1.822
"06JUN24","Diesel B7 (€/L)",1.753
"06JUN24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.839
"06JUN24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.879
"06JUN24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.839
"06JUN24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.879
"07JUN24","Essence 95 RON E10 (€/L)",1.738
"07JUN24","Essence 98 RON E5 (€/L)",1.822
"07JUN24","Diesel B7 (€/L)",1.753
"07JUN24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.837
"07JUN24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.876
"07JUN24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.837
"07JUN24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.876
"08JUN24","Essence 95 RON E10 (€/L)",1.738
"08JUN24","Essence 98 RON E5 (€/L)",1.822
"08JUN24","Diesel B7 (€/L)",1.753
"08JUN24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.854
"08JUN24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.893
"08JUN24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.854
"08JUN24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.893
"09JUN24","Essence 95 RON E10 (€/L)",1.738
"09JUN24","Essence 98 RON E5 (€/L)",1.822
"09JUN24","Diesel B7 (€/L)",1.753
"09JUN24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.854
"09JUN24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.893
"09JUN24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.854
"09JUN24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.893
"10JUN24","Essence 95 RON E10 (€/L)",1.738
"10JUN24","Essence 98 RON E5 (€/L)",1.822
"10JUN24","Diesel B7 (€/L)",1.753
"10JUN24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.854
"10JUN24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.893
"10JUN24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.854
"10JUN24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.893
"11JUN24","Essence 95 RON E10 (€/L)",1.738
"11JUN24","Essence 98 RON E5 (€/L)",1.822
"11JUN24","Diesel B7 (€/L)",1.753
"11JUN24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.856
"11JUN24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.895
"11JUN24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.856
"11JUN24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.895
"12JUN24","Essence 95 RON E10 (€/L)",1.738
"12JUN24","Essence 98 RON E5 (€/L)",1.822
"12JUN24","Diesel B7 (€/L)",1.753
"12JUN24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.88
"12JUN24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.919
"12JUN24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.88
"12JUN24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.919
"13JUN24","Essence 95 RON E10 (€/L)",1.738
"13JUN24","Essence 98 RON E5 (€/L)",1.822
"13JUN24","Diesel B7 (€/L)",1.791
"13JUN24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.89
"13JUN24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.929
"13JUN24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.89
"13JUN24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.93
"14JUN24","Essence 95 RON E10 (€/L)",1.738
"14JUN24","Essence 98 RON E5 (€/L)",1.822
"14JUN24","Diesel B7 (€/L)",1.791
"14JUN24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.893
"14JUN24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.933
"14JUN24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.893
"14JUN24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.933
"15JUN24","Essence 95 RON E10 (€/L)",1.738
"15JUN24","Essence 98 RON E5 (€/L)",1.822
"15JUN24","Diesel B7 (€/L)",1.791
"15JUN24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.907
"15JUN24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.946
"15JUN24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.907
"15JUN24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.946
"16JUN24","Essence 95 RON E10 (€/L)",1.738
"16JUN24","Essence 98 RON E5 (€/L)",1.822
"16JUN24","Diesel B7 (€/L)",1.791
"16JUN24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.907
"16JUN24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.946
"16JUN24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.907
"16JUN24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.946
"17JUN24","Essence 95 RON E10 (€/L)",1.738
"17JUN24","Essence 98 RON E5 (€/L)",1.822
"17JUN24","Diesel B7 (€/L)",1.791
"17JUN24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.907
"17JUN24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.946
"17JUN24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.907
"17JUN24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.946
"18JUN24","Essence 95 RON E10 (€/L)",1.738
"18JUN24","Essence 98 RON E5 (€/L)",1.822
"18JUN24","Diesel B7 (€/L)",1.791
"18JUN24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.912
"18JUN24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.951
"18JUN24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.912
"18JUN24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.951
"19JUN24","Essence 95 RON E10 (€/L)",1.738
"19JUN24","Essence 98 RON E5 (€/L)",1.822
"19JUN24","Diesel B7 (€/L)",1.791
"19JUN24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.915
"19JUN24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.954
"19JUN24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.915
"19JUN24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.954
"20JUN24","Essence 95 RON E10 (€/L)",1.738
"20JUN24","Essence 98 RON E5 (€/L)",1.822
"20JUN24","Diesel B7 (€/L)",1.831
"20JUN24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.927
"20JUN24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.966
"20JUN24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.927
"20JUN24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.966
"21JUN24","Essence 95 RON E10 (€/L)",1.738
"21JUN24","Essence 98 RON E5 (€/L)",1.822
"21JUN24","Diesel B7 (€/L)",1.831
"21JUN24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.936
"21JUN24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.975
"21JUN24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.936
"21JUN24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.975
"22JUN24","Essence 95 RON E10 (€/L)",1.761
"22JUN24","Essence 98 RON E5 (€/L)",1.855
"22JUN24","Diesel B7 (€/L)",1.831
"22JUN24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.929
"22JUN24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.968
"22JUN24","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.929
"22JUN24","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.968
"23JUN24","Essence 95 RON E10 (€/L)",1.761
"23JUN24","Essence 98 RON E5 (€/L)",1.855
"23JUN24","Diesel B7 (€/L)",1.831
"23JUN24","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.929
"23JUN24","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.968
